Customer ID,Recency,Frequency,Monetary,Cluster
14877,418,2,425.85,0
14879,685,1,185.06,0
14880,77,3,690.59,3
14881,20,1,255.4,1
14882,27,14,3546.65,2
14883,19,6,761.59,2
14884,669,1,120.6,0
14885,132,3,1598.12,3
14886,253,1,364.8,0
14887,79,1,1862.0,1
14888,207,1,369.2,0
14889,336,1,135.9,0
14890,254,3,817.25,3
14891,148,4,1106.73,3
14892,691,1,202.35,0
14893,10,3,1809.61,2
14894,85,3,1492.81,3
14896,205,8,1826.0,2
14897,8,8,3140.54,2
14898,23,14,3365.95,2
14899,395,1,1331.38,3
14900,522,1,13.92,0
14901,11,12,1919.0,2
14902,26,3,1035.62,1
14903,21,5,2795.33,2
14904,2,4,1630.49,2
14905,158,8,1971.39,2
14906,445,1,68.44,0
14908,74,2,381.9,1
14909,437,3,1404.68,3
14910,3,4,434.35,1
14912,17,6,1889.25,2
14915,91,11,1811.25,2
14916,71,8,3042.95,2
14917,597,2,1123.75,3
14919,539,1,359.35,0
14920,213,3,1607.17,3
14921,30,2,1316.07,1
14922,394,2,843.74,3
14923,51,1,749.1,1
14924,246,3,931.01,3
14926,382,2,359.4,0
14927,397,1,308.2,0
14928,628,1,223.91,0
14929,32,2,836.69,1
14931,5,5,1257.68,2
14932,366,2,666.13,3
14933,444,4,1770.0,3
14934,82,5,3503.5,2
14935,297,2,2849.83,3
14937,57,3,1621.88,3
14938,562,2,2322.43,3
14940,418,2,531.49,3
14941,579,1,182.1,0
14942,402,4,746.56,3
14943,663,1,107.62,0
14945,414,1,179.4,0
14946,14,1,100.9,1
14947,72,6,1049.79,2
14948,23,6,1101.97,2
14949,469,4,515.0,3
14950,19,1,371.2,1
14951,79,1,311.69,0
14953,25,4,971.32,1
14954,12,2,462.12,1
14955,733,1,163.77,0
14956,421,1,1325.0,3
14957,253,2,261.69,0
14958,147,6,941.99,3
14959,64,4,695.42,3
14960,8,2,221.27,1
14962,271,4,366.91,3
14963,10,12,3123.57,2
14964,247,1,206.21,0
14965,96,2,596.09,1
14966,15,6,1064.26,2
14967,50,6,1982.61,2
14968,30,2,501.24,1
14969,704,1,906.23,3
14971,35,3,1097.98,1
14972,128,2,145.07,0
14973,107,3,1314.45,3
14974,37,1,89.94,0
14975,57,2,472.39,1
14976,57,7,790.86,2
14977,726,1,31.93,0
14978,72,10,3112.19,2
14979,735,1,429.66,0
14980,737,1,150.68,0
14981,246,2,372.92,0
14982,572,1,237.78,0
14983,689,1,183.2,0
14984,19,6,1260.51,2
14985,198,2,292.01,0
14986,376,2,563.1,3
14987,16,8,1550.65,2
14988,212,7,2038.65,3
14989,662,1,342.4,0
14990,612,2,304.17,0
14991,430,1,314.67,0
14992,442,1,210.5,0
14993,564,1,36.13,0
14994,382,5,946.72,3
14995,39,2,231.98,1
14996,481,2,442.29,0
14997,46,4,776.6,1
14998,170,4,753.18,3
14999,593,1,129.48,0
15000,48,1,490.52,1
15001,394,2,199.11,0
15003,473,6,1027.03,3
15004,147,1,1220.77,3
15006,51,2,757.78,1
15007,159,1,156.91,0
15008,480,2,360.0,0
15009,12,3,1259.43,1
15010,36,1,308.94,1
15011,396,2,416.6,0
15012,54,3,646.26,1
15013,488,10,1610.82,3
15014,43,2,257.67,1
15015,501,13,2354.97,2
15016,173,5,620.89,3
15017,34,1,125.58,1
15018,39,3,496.21,1
15019,267,1,252.81,0
15020,379,1,198.47,0
15021,9,12,2500.59,2
15022,12,5,1133.44,2
15024,10,16,3559.39,2
15025,33,2,979.79,1
15026,80,5,1048.89,3
15027,31,10,3195.6,2
15028,8,6,962.94,2
15029,620,1,365.1,0
15030,72,8,1979.91,2
15031,4,14,3102.94,2
15033,5,10,2557.18,2
15035,90,1,252.73,0
15036,72,3,429.56,1
15037,376,2,397.76,0
15038,59,9,1146.53,2
15040,542,1,7.49,0
15041,170,2,289.4,0
15042,199,2,315.45,0
15043,31,6,2870.32,2
15045,152,2,735.66,3
15047,270,1,343.62,0
15048,65,4,381.0,1
15049,274,1,121.17,0
15051,23,9,3926.91,2
15052,319,1,207.73,0
15053,5,3,693.95,1
15054,12,2,302.1,1
15055,475,3,549.12,3
15056,520,1,113.65,0
15057,275,5,3255.96,3
15058,25,16,3387.58,2
15060,8,4,294.25,1
15062,71,8,2585.62,2
15063,213,1,370.8,0
15064,410,4,1254.41,3
15065,38,5,3326.86,2
15066,53,1,893.59,1
15067,78,5,3862.88,2
15068,46,4,1174.9,2
15069,179,1,1109.53,3
15070,373,3,737.05,3
15071,94,4,1455.56,3
15072,479,1,187.52,0
15073,10,8,2788.02,2
15074,105,3,1553.13,3
15075,78,1,773.03,1
15076,173,3,1447.74,3
15077,495,2,2428.08,3
15079,213,11,3625.4,2
15080,428,2,546.25,3
15081,22,12,1854.57,2
15082,669,1,93.35,0
15083,257,1,88.2,0
15084,380,2,965.2,3
15085,730,1,347.54,0
15086,565,2,218.53,0
15087,282,1,306.94,0
15088,21,2,1160.07,1
15089,10,6,2420.84,2
15090,308,1,381.32,0
15091,68,3,1046.61,3
15092,215,3,776.46,3
15094,463,2,83.0,0
15095,104,10,3141.64,2
15096,43,1,219.39,1
15097,4,3,908.35,1
15099,84,1,410.48,1
15100,334,7,2193.9,3
15101,9,6,1477.94,2
15102,531,2,554.67,3
15103,31,2,703.36,1
15104,197,2,993.54,3
15105,18,9,3094.91,2
15106,18,5,1422.52,2
15107,311,9,824.35,3
15108,142,4,1300.25,3
15109,246,3,983.1,3
15110,24,6,1505.85,2
15111,29,5,2442.37,2
15112,611,1,209.4,0
15113,10,3,3509.43,2
15114,30,12,3400.12,2
15115,18,2,531.85,1
15116,18,4,1352.75,2
15117,15,8,2485.97,2
15118,134,1,244.8,0
15119,246,1,266.4,0
15120,134,1,358.82,0
15121,50,2,457.72,1
15124,23,4,450.82,1
15126,537,2,449.49,0
15127,66,2,711.5,1
15128,60,5,1783.68,2
15130,170,1,330.11,0
15131,395,1,80.28,0
15132,18,5,977.93,2
15133,128,5,1806.9,3
15134,15,10,1596.29,2
15135,239,2,305.68,0
15136,3,4,1286.7,2
15137,521,2,823.4,3
15138,394,1,502.52,0
15139,240,2,178.96,0
15140,52,8,3243.69,2
15141,458,7,1388.47,3
15142,46,6,2619.92,2
15143,226,2,563.63,3
15145,4,4,1194.73,2
15146,165,2,1327.16,3
15147,240,1,623.5,0
15148,11,1,301.29,1
15149,134,5,1554.61,3
15151,423,2,2085.61,3
15153,31,1,329.25,1
15154,75,3,1343.72,3
15155,383,1,383.97,0
15156,1,3,961.49,1
15157,4,5,2654.11,2
15158,45,2,606.02,1
15160,357,4,589.27,3
15161,388,1,119.92,0
15162,731,1,312.9,0
15163,18,2,304.47,1
15164,69,9,2028.11,2
15165,373,1,487.75,0
15166,468,1,167.16,0
15167,321,5,1627.62,3
15168,26,1,106.56,1
15169,382,2,569.22,3
15170,407,1,81.15,0
15171,331,1,1289.5,3
15172,9,5,1624.05,2
15173,381,7,1494.6,3
15174,323,2,481.46,3
15175,72,1,224.14,0
15176,668,1,988.04,3
15177,426,1,948.93,3
15178,260,1,40.5,0
15180,367,3,816.93,3
15181,66,5,1200.2,2
15182,154,11,2998.95,2
15183,548,3,639.93,3
15184,29,4,685.39,1
15185,70,1,310.62,1
15186,14,5,1403.2,2
15188,725,1,310.43,0
15190,434,1,834.44,0
15191,463,3,588.05,3
15192,120,5,1666.39,3
15193,61,1,499.32,1
15195,3,1,3861.0,1
15196,433,2,313.7,0
15197,11,6,1877.51,2
15198,92,5,571.35,3
15199,59,10,3122.4,2
15200,495,1,549.05,0
15201,87,7,1842.95,2
15204,357,1,316.58,0
15205,85,2,653.24,1
15206,10,4,420.3,1
15207,416,3,683.92,3
15208,1,6,970.52,2
15209,730,1,178.98,0
15210,225,3,1176.19,3
15211,60,2,894.41,1
15212,241,2,208.28,0
15213,319,2,328.35,0
15214,2,8,1661.44,2
15215,47,7,2422.43,2
15216,88,2,486.09,1
15217,563,1,426.24,0
15219,176,2,685.45,3
15220,52,6,1778.96,2
15221,366,4,2062.2,3
15222,319,11,3550.91,2
15223,226,5,1417.95,3
15224,358,5,871.36,3
15225,234,1,409.4,0
15226,311,1,154.41,0
15227,37,9,2488.49,2
15229,586,1,160.5,0
15230,239,2,429.6,0
15231,621,1,250.26,0
15232,113,2,612.06,3
15233,401,1,59.4,0
15234,277,1,197.0,0
15235,218,16,2772.76,2
15236,299,1,321.05,0
15237,2,4,1412.32,2
15238,29,3,1071.99,1
15239,10,2,780.59,1
15241,67,11,3050.16,2
15242,422,1,302.04,0
15243,74,2,927.28,1
15244,65,3,912.08,3
15246,238,3,780.4,3
15247,122,3,976.06,3
15248,411,3,1893.93,3
15250,641,1,60.0,0
15252,36,5,2103.41,2
15253,16,8,2055.09,2
15254,127,3,1088.35,3
15255,67,9,3706.02,2
15256,149,2,170.4,0
15257,283,2,685.9,3
15258,169,2,623.16,3
15259,513,4,1182.38,3
15261,135,4,1508.0,3
15262,324,3,418.82,3
15263,107,1,156.51,0
15264,64,2,848.4,1
15265,151,4,3345.64,3
15266,338,5,852.21,3
15267,22,5,1717.36,2
15268,479,3,961.9,3
15269,24,3,1225.36,1
15272,57,6,2030.95,2
15273,600,1,228.96,0
15274,4,2,716.57,1
15275,38,1,615.14,1
15276,66,4,619.8,3
15277,47,2,476.34,1
15278,562,4,496.16,3
15279,355,5,1580.54,3
15280,172,3,397.52,3
15282,570,1,348.59,0
15283,390,3,148.33,0
15284,500,1,24.75,0
15285,408,1,94.92,0
15286,50,1,240.55,1
15287,22,5,856.03,2
15288,43,10,3715.38,2
15289,29,5,1593.09,2
15292,201,1,178.39,0
15293,666,1,247.5,0
15294,411,1,233.35,0
15295,654,1,207.04,0
15297,10,3,641.94,1
15300,64,1,496.44,1
15302,730,1,308.0,0
15303,290,3,1224.18,3
15304,61,9,796.4,2
15305,555,1,93.6,0
15306,64,9,3484.73,2
15307,96,1,205.3,0
15308,274,1,310.47,0
15309,611,4,797.96,3
15310,479,1,1634.64,3
15312,75,12,2930.19,2
15313,110,1,52.0,0
15314,199,3,820.45,3
15315,64,2,570.5,1
15316,327,1,165.0,0
15317,677,1,129.75,0
15318,4,1,312.62,1
15319,284,1,204.5,0
15320,44,1,267.13,1
15322,86,2,1390.86,3
15323,563,3,434.6,3
15324,701,1,140.22,0
15325,104,8,1601.46,2
15326,334,5,1700.52,3
15327,53,1,208.75,1
15328,408,1,107.24,0
15329,39,11,2958.83,2
15330,32,2,714.96,1
15331,500,3,767.91,3
15333,208,1,1028.56,3
15334,157,3,350.82,3
15335,54,1,170.22,0
15336,402,1,240.5,0
15337,411,1,373.02,0
15338,677,1,277.93,0
15339,66,7,1821.02,2
15340,562,1,105.5,0
15341,81,2,2402.72,3
15342,130,1,406.09,0
15343,87,1,364.5,0
15344,1,3,563.94,1
15345,46,1,393.54,1
15346,333,3,596.12,3
15347,366,4,1162.0,3
15348,72,1,158.04,0
15349,158,2,463.91,3
15350,373,2,547.6,3
15351,12,10,3430.22,2
15352,549,1,111.15,0
15353,255,7,2794.47,3
15354,603,3,284.4,0
15355,29,2,277.05,1
15356,31,13,3239.57,2
15359,663,8,181.35,3
15360,40,1,427.93,1
15361,362,4,689.07,3
15362,449,2,613.08,3
15363,373,2,678.11,3
15364,96,2,913.19,3
15366,75,7,2389.08,2
15368,21,2,722.74,1
15370,41,8,3739.01,2
15371,662,1,59.4,0
15374,129,2,307.32,0
15375,690,1,60.96,0
15376,40,3,1221.56,1
15377,383,4,1211.75,3
15378,463,2,246.5,0
15380,9,11,3248.96,2
15381,214,5,1890.57,3
15384,170,4,2027.79,3
15385,40,3,942.08,1
15386,186,1,394.14,0
15387,492,1,468.65,0
15388,270,1,140.54,0
15389,172,5,2733.8,3
15390,396,2,1216.66,3
15391,584,1,289.87,0
15392,5,7,2911.62,2
15393,16,5,891.34,2
15395,326,1,107.45,0
15396,113,2,796.38,3
15397,290,1,94.0,0
15398,16,2,1345.53,1
15399,1,3,815.77,1
15400,92,8,1302.3,2
15401,452,2,216.95,0
15402,149,6,1830.54,3
15403,492,2,170.88,0
15404,376,1,257.06,0
15405,189,2,659.84,3
15406,31,4,975.87,1
15407,34,4,1046.74,2
15408,264,1,267.18,0
15409,721,1,131.25,0
15411,26,4,1348.93,2
15412,171,1,190.53,0
15414,10,3,774.9,1
15415,313,1,559.61,0
15417,85,1,508.8,1
15418,425,2,449.42,0
15419,25,1,135.86,1
15420,434,6,743.0,3
15421,59,10,3805.34,2
15422,323,7,1619.97,3
15423,38,3,266.89,1
15424,254,3,597.78,3
15425,400,4,1941.12,3
15426,19,9,2156.35,2
15427,33,3,1430.54,1
15428,15,4,762.75,1
15429,27,2,397.35,1
15430,468,2,954.75,3
15431,503,1,153.24,0
15432,23,2,320.76,1
15433,214,2,533.3,3
15434,8,11,2567.06,2
15435,22,1,149.29,1
15436,12,3,1067.75,1
15437,262,2,393.45,0
15438,131,1,156.58,0
15439,405,4,1269.05,3
15440,55,3,383.68,1
15441,396,3,1254.21,3
15442,249,1,594.0,0
15444,9,2,1411.21,1
15445,264,2,284.5,0
15446,377,3,399.75,3
15447,331,5,492.88,3
15448,313,2,788.81,3
15449,26,3,974.52,1
15450,30,1,429.84,1
15451,434,2,226.86,0
15452,30,6,1785.11,2
15453,2,7,1371.77,2
15454,362,2,305.99,0
15455,598,1,38.25,0
15456,283,10,2091.52,2
15457,262,1,237.07,0
15458,25,2,370.44,1
15459,417,2,202.83,0
15460,354,1,214.26,0
15461,461,2,429.7,0
15462,94,4,737.05,3
15463,29,1,126.14,1
15464,338,1,1044.65,3
15466,85,4,1560.46,3
15467,9,3,524.88,1
15468,51,3,1430.48,3
15469,50,3,874.25,1
15470,576,1,63.42,0
15471,2,3,1292.01,1
15472,113,1,371.56,0
15473,14,8,2046.0,2
15474,596,1,150.35,0
15475,77,1,454.11,1
15476,380,4,2209.98,3
15477,650,1,368.4,0
15478,40,3,1983.48,2
15479,733,1,147.4,0
15481,401,1,1993.34,3
15483,161,10,817.82,2
15486,527,1,102.0,0
15487,680,1,231.32,0
15488,93,5,431.92,3
15489,23,8,2419.61,2
15490,430,1,210.85,0
15491,95,6,3100.09,2
15492,28,2,659.46,1
15494,21,5,3702.6,2
15495,379,1,246.5,0
15496,631,1,146.14,0
15499,724,1,158.65,0
15500,8,4,1131.56,2
15501,405,2,399.95,0
15503,363,2,257.3,0
15504,81,4,402.7,1
15505,53,5,3610.96,2
15506,23,6,2030.33,2
15507,172,1,475.86,0
15508,189,6,1000.27,3
15509,380,1,152.41,0
15510,331,1,250.0,0
15511,12,5,900.53,2
15512,156,4,331.58,3
15515,387,1,171.81,0
15516,45,3,62.43,1
15517,233,1,267.03,0
15519,383,2,344.61,0
15520,2,1,343.5,1
15522,33,2,397.99,1
15524,25,2,591.4,1
15525,2,4,890.22,1
15526,33,2,148.44,1
15528,254,1,229.33,0
15530,22,5,1808.68,2
15531,8,2,1972.39,1
15532,25,10,3738.85,2
15533,19,3,807.57,1
15534,726,1,162.25,0
15535,173,6,1044.37,3
15536,409,1,259.09,0
15537,163,1,110.92,0
15538,538,6,3358.4,3
15539,7,1,538.46,1
15540,11,2,460.68,1
15541,114,1,85.13,0
15542,512,3,855.71,3
15543,288,2,242.26,0
15545,54,2,288.97,1
15546,607,2,1079.1,3
15548,596,1,158.09,0
15549,77,8,2334.16,2
15550,4,12,2211.05,2
15551,37,7,1679.81,2
15552,217,2,252.52,0
15553,60,1,428.93,1
15554,278,1,217.2,0
15556,24,1,279.77,1
15557,29,1,468.91,1
15558,639,1,202.68,0
15559,568,1,1109.4,3
15560,398,2,153.52,0
15561,12,8,1934.39,2
15562,352,3,671.43,3
15563,22,7,2859.46,2
15564,463,2,70.74,0
15565,50,2,173.16,1
15566,393,2,227.87,0
15567,19,1,186.01,1
15568,3,3,758.29,1
15569,104,10,3583.45,2
15571,12,14,3892.35,2
15572,5,10,3965.2,2
15573,32,5,1188.42,2
15574,178,6,1101.44,3
15575,620,1,30.1,0
15576,38,1,921.37,1
15577,151,5,396.03,3
15578,162,1,127.1,0
15579,69,5,1250.63,2
15580,377,8,1375.39,3
15582,25,3,682.91,1
15583,376,1,95.96,0
15584,24,6,1268.2,2
15585,177,1,455.3,0
15586,593,3,1139.1,3
15587,50,7,1522.08,2
15588,678,1,579.6,0
15589,256,3,478.53,3
15590,382,5,1496.6,3
15591,583,3,217.9,0
15592,47,1,388.58,1
15593,71,1,199.8,0
15594,16,5,1771.78,2
15595,488,1,357.6,0
15596,101,9,2727.72,2
15597,35,2,563.37,1
15598,53,2,548.02,1
15599,27,3,1250.06,1
15600,428,4,1199.31,3
15602,8,16,3137.96,2
15603,79,2,88.48,0
15604,52,1,216.39,1
15605,36,9,1741.95,2
15607,337,9,1708.97,3
15608,28,5,1785.98,2
15609,184,1,298.48,0
15610,52,1,112.46,0
15612,36,2,195.15,1
15613,610,1,433.72,0
15614,438,4,3147.36,3
15616,438,1,317.11,0
15617,396,3,828.55,3
15618,33,4,776.85,1
15619,11,1,336.4,1
15620,57,4,1942.36,2
15621,4,4,1293.03,2
15623,141,8,2437.05,2
15624,117,4,588.13,3
15625,104,9,3236.4,2
15626,75,3,1067.52,3
15627,457,2,566.9,3
15629,450,4,2240.9,3
15630,45,3,1481.4,1
15631,642,1,596.67,0
15632,16,8,3285.31,2
15634,17,2,554.65,1
15635,396,1,100.35,0
15636,90,4,1444.58,3
15637,53,5,797.59,2
15638,379,6,2265.2,3
15639,134,3,1065.08,3
15642,730,1,105.78,0
15643,192,3,664.0,3
15644,166,4,803.54,3
15645,19,3,1055.17,1
15646,158,5,784.81,3
15647,415,1,169.0,0
15648,204,2,639.5,3
15649,336,4,1660.35,3
15650,522,2,553.88,3
15651,37,5,1259.06,2
15652,91,5,1405.94,3
15653,93,2,877.44,3
15654,9,2,922.53,1
15655,243,1,560.67,0
15656,45,4,748.5,1
15657,23,1,30.0,0
15658,190,8,2117.27,2
15659,44,3,532.49,1
15660,25,15,2603.69,2
15661,317,8,1215.95,3
15662,661,2,283.73,0
15663,106,1,138.14,0
15664,51,4,1254.03,2
15666,472,2,632.94,3
15667,40,1,301.32,1
15668,218,1,76.32,0
15669,40,4,684.34,1
15670,297,2,325.2,0
15671,19,7,2657.13,2
15672,725,1,45.3,0
15675,81,4,542.04,3
15676,19,3,3435.76,2
15677,49,3,1305.63,1
15678,53,3,1825.94,3
15679,24,4,781.28,1
15681,25,14,2989.7,2
15682,599,2,318.24,0
15683,117,2,524.54,3
15684,547,3,173.95,0
15685,450,1,55.98,0
15686,420,1,90.0,0
15687,9,9,2993.1,2
15688,419,1,190.57,0
15689,120,3,521.03,3
15690,4,2,239.76,1
15691,252,4,571.3,3
15692,28,1,191.04,1
15693,659,1,37.5,0
15695,267,4,1131.04,3
15696,33,13,3881.22,2
15697,690,1,246.75,0
15698,624,1,46.2,0
15699,18,1,309.65,1
15700,172,2,696.68,3
15701,2,4,1529.0,2
15702,476,2,140.39,0
15703,265,1,211.5,0
15704,140,6,3734.66,2
15705,201,1,143.1,0
15706,64,4,1060.56,3
15707,35,4,916.98,1
15708,41,9,3887.15,2
15709,284,2,327.85,0
15710,417,1,898.87,3
15711,557,2,420.25,0
15712,9,12,3472.41,2
15713,143,4,839.64,3
15714,12,5,783.96,2
15715,556,5,658.02,3
15716,146,11,2485.26,2
15717,234,5,607.0,3
15718,540,1,293.79,0
15720,24,2,739.22,1
15721,12,1,471.4,1
15723,365,4,930.7,3
15724,201,3,310.85,3
15725,15,1,415.25,1
15726,390,1,321.91,0
15728,380,2,544.6,3
15729,213,3,192.55,0
15730,66,5,1726.58,2
15731,554,1,125.3,0
15732,212,10,1543.97,2
15733,283,1,162.3,0
15734,115,4,2263.3,3
15735,421,1,327.68,0
15736,435,2,1767.12,3
15737,15,8,1188.12,2
15739,66,1,449.12,1
15740,49,1,154.88,0
15741,458,2,208.62,0
15742,619,1,156.87,0
15743,16,4,775.96,1
15744,78,1,34.8,0
15745,19,4,1094.59,2
15746,134,1,196.88,0
15747,13,9,2499.81,2
15748,40,3,609.81,1
15751,461,11,1380.44,3
15752,40,9,3924.91,2
15753,305,1,79.2,0
15754,51,9,3037.61,2
15756,61,4,528.01,1
15757,66,6,2940.36,2
15758,25,1,205.25,1
15759,218,7,830.93,3
15761,443,1,143.05,0
15762,65,2,583.75,1
15763,32,2,1086.92,1
15765,667,1,370.63,0
15766,64,3,831.06,1
15770,613,1,321.45,0
15771,604,3,1006.54,3
15772,418,1,280.88,0
15773,6,2,774.52,1
15774,69,6,1288.34,2
15775,245,2,150.5,0
15776,133,1,241.62,0
15777,241,7,1762.61,3
15778,431,1,307.95,0
15779,463,2,124.08,0
15780,184,3,475.28,3
15781,25,3,345.46,1
15783,11,1,246.3,1
15784,468,2,848.33,3
15787,26,3,933.26,1
15788,509,1,221.83,0
15789,358,6,1962.01,3
15790,10,1,218.75,1
15791,44,5,3608.34,2
15792,400,2,933.84,3
15793,15,8,2399.57,2
15794,736,2,777.0,3
15795,150,8,1979.87,2
15797,113,6,2821.08,2
15798,493,3,1535.37,3
15799,76,4,1421.34,3
15800,107,7,1227.07,2
15801,46,3,1063.95,1
15802,143,1,451.42,0
15803,51,4,1929.66,2
15806,46,3,784.58,1
15807,50,5,1817.52,2
15809,36,7,1274.44,2
15810,79,8,2999.04,2
15811,22,7,3486.15,2
15813,208,2,1303.91,3
15814,17,6,2634.44,2
15815,64,5,2100.6,2
15816,542,2,144.15,0
15817,421,3,2766.4,3
15818,588,1,340.5,0
15819,49,10,3934.79,2
15820,320,1,206.98,0
15821,44,2,570.96,1
15822,3,6,1840.06,2
15823,372,3,3882.17,3
15824,453,2,890.94,3
15825,172,1,532.94,0
15826,56,4,2598.28,2
15828,375,1,1108.82,3
15829,99,2,636.14,1
15830,38,1,576.0,1
15831,58,3,794.64,1
15832,254,1,836.79,3
15833,738,1,80.4,0
15834,70,7,3764.39,2
15835,44,4,954.09,1
15836,50,1,137.37,0
15837,65,2,777.01,1
15839,33,3,1048.49,1
15840,59,2,355.56,1
15841,73,9,2742.41,2
15842,393,2,548.8,3
15843,304,1,118.95,0
15844,46,1,130.74,0
15846,385,1,107.01,0
15847,38,5,822.57,2
15848,622,1,137.99,0
15850,19,6,1006.75,2
15851,527,1,109.73,0
15852,187,3,257.26,0
15853,52,1,110.8,0
15855,137,6,1052.72,3
15857,19,2,570.48,1
15858,16,13,3552.41,2
15859,432,1,438.46,0
15862,8,13,2512.29,2
15863,26,5,355.1,1
15864,22,7,2180.76,2
15865,41,5,2241.42,2
15866,101,1,211.89,0
15868,583,1,94.53,0
15869,277,3,321.11,3
15870,33,4,857.46,1
15871,437,1,33.1,0
15872,15,4,729.25,1
15873,500,4,313.92,3
15875,646,1,108.52,0
15876,409,2,1449.14,3
15877,2,2,490.33,1
15878,562,2,330.77,0
15879,404,4,1137.8,3
15880,369,1,329.03,0
15881,312,5,501.39,3
15882,199,8,1124.66,3
15883,2,2,396.48,1
15884,432,2,244.6,0
15885,93,15,1951.82,2
15886,60,4,1052.87,3
15887,407,3,1027.15,3
15888,81,3,429.16,1
15889,157,8,1427.6,2
15890,395,5,535.65,3
15891,227,1,511.68,0
15892,669,1,128.2,0
15893,482,1,305.28,0
15894,253,2,258.25,0
15895,150,1,179.17,0
15897,194,2,208.59,0
15899,369,1,56.25,0
15900,24,4,886.57,1
15901,17,7,687.72,2
15902,380,1,145.01,0
15904,8,1,164.68,1
15905,543,1,114.69,0
15906,20,10,2530.19,2
15907,4,3,882.72,1
15908,491,2,758.62,3
15909,174,1,191.94,0
15910,1,15,2661.17,2
15911,624,8,1700.24,3
15912,178,9,1074.7,2
15913,534,1,6.3,0
15914,378,2,205.99,0
15915,402,1,364.45,0
15916,16,13,3145.24,2
15917,248,5,530.17,3
15918,191,3,582.88,3
15919,20,2,525.69,1
15920,154,9,569.14,3
15921,173,4,775.26,3
15922,373,1,369.5,0
15923,373,1,127.08,0
15924,731,1,102.82,0
15925,194,1,207.15,0
15926,542,1,134.44,0
15927,647,1,106.54,0
15928,656,1,293.53,0
15929,644,1,594.0,0
15930,67,1,426.63,1
15931,428,1,239.9,0
15932,4,8,2495.87,2
15933,21,3,1107.46,1
15934,418,2,2190.66,3
15935,239,2,416.86,0
15936,379,2,282.79,0
15937,64,1,145.35,0
15938,112,9,734.81,2
15940,311,1,35.8,0
15941,637,1,405.0,0
15942,134,1,337.44,0
15943,650,2,271.29,0
15944,277,4,2164.24,3
15945,365,4,646.27,3
15946,503,3,2304.18,3
15947,83,1,1708.24,1
15948,8,3,1509.09,1
15949,17,2,364.72,1
15951,9,3,1013.17,1
15952,34,4,781.91,1
15954,589,1,190.75,0
15956,551,2,617.6,3
15957,32,3,921.25,1
15958,74,4,462.12,1
15959,682,3,542.89,3
15960,374,4,410.95,3
15961,379,1,451.29,0
15962,449,1,289.48,0
15963,20,2,470.76,1
15964,663,1,269.21,0
15965,17,13,2771.94,2
15966,451,1,426.53,0
15967,23,12,2966.0,2
15968,388,1,404.55,0
15969,3,5,1127.05,2
15970,304,2,1017.32,3
15972,456,5,1769.33,3
15973,367,3,680.62,3
15974,39,7,3442.15,2
15975,84,1,371.01,1
15976,165,6,1694.41,3
15977,17,2,1054.73,1
15978,77,3,3279.42,3
15979,603,1,329.22,0
15982,605,1,324.51,0
15983,22,8,3110.37,2
15985,123,7,2715.28,2
15986,30,2,354.42,1
15987,12,8,1535.99,2
15988,19,3,738.89,1
15989,376,2,368.31,0
15990,44,7,1997.75,2
15991,534,1,150.55,0
15992,4,3,896.6,1
15993,9,7,2777.67,2
15994,55,3,1175.68,1
15995,414,1,694.54,0
15996,88,7,1386.4,2
15999,736,1,20.4,0
16001,381,1,583.39,0
16002,625,1,169.21,0
16004,475,5,2146.39,3
16005,12,10,2365.49,2
16006,211,2,332.82,0
16007,48,7,3053.06,2
16009,22,4,972.11,1
16010,246,11,1694.86,2
16012,35,5,2978.59,2
16014,38,5,1100.28,2
16015,4,3,704.55,1
16016,3,11,2083.4,2
16017,47,5,1545.58,2
16018,39,4,698.13,1
16020,17,3,851.01,1
16021,395,2,487.03,3
16022,260,1,602.63,0
16023,46,3,719.81,1
16024,12,3,483.99,1
16025,30,1,439.66,1
16026,43,1,236.09,1
16027,92,15,2048.36,2
16028,596,1,82.2,0
16030,310,1,331.24,0
16031,92,2,547.9,1
16032,456,6,1965.72,3
16034,196,6,911.32,3
16035,560,1,217.73,0
16036,87,4,2556.84,3
16037,270,5,1509.34,3
16038,8,3,471.78,1
16039,424,2,456.4,0
16040,65,7,2416.9,2
16041,31,3,3166.4,2
16042,22,8,2245.32,2
16043,38,8,1856.59,2
16044,435,1,340.84,0
16045,120,8,3434.93,2
16046,562,1,235.78,0
16047,682,1,107.14,0
16048,373,4,818.79,3
16049,40,6,1852.15,2
16050,174,3,300.7,3
16051,682,1,188.44,0
16052,54,1,362.06,1
16053,33,6,3634.84,2
16054,145,4,2111.88,3
16055,221,1,134.8,0
16056,45,1,650.75,1
16057,16,10,3854.85,2
16058,406,1,62.7,0
16059,66,12,3053.57,2
16060,401,3,541.95,3
16061,431,1,89.65,0
16062,10,8,2863.45,2
16063,260,1,335.32,0
16064,725,1,109.31,0
16065,365,8,1992.13,3
16066,17,5,1521.04,2
16067,563,3,3269.11,3
16068,594,1,115.73,0
16069,418,1,457.7,0
16070,22,2,852.15,1
16071,45,4,1076.8,2
16073,297,1,122.4,0
16074,390,1,252.5,0
16075,503,2,736.93,3
16076,3,10,2234.73,2
16077,626,1,2300.4,3
16078,284,2,362.99,0
16079,17,3,1352.0,1
16080,82,4,602.56,3
16082,670,1,106.75,0
16083,101,4,2351.42,3
16084,299,1,436.18,0
16085,23,12,2341.03,2
16086,59,10,2687.73,2
